topic,word_count,study_times,total_time_mins,gap_days,confidence,quiz_score,days_since_last,burn_rate_days
DBMS,1228,4,293,6,4,41,30,1
Data Structures,2395,8,355,11,7,42,9,7
English,2832,1,229,4,5,66,13,13
Biology,1242,9,73,12,8,50,18,1
Financial Accounting,3103,9,333,8,4,84,22,2
Chemistry,617,12,50,12,4,92,0,5
Hindi,4805,15,348,4,6,94,26,6
Anatomy,4458,4,191,12,7,64,20,3
Economics,657,6,229,9,2,48,23,1
English,2172,9,39,9,10,43,24,3
Artificial Intelligence,2620,13,363,11,3,77,29,1
Operating Systems,4909,12,151,8,8,65,9,10
History,2896,15,409,7,7,53,16,7
Data Structures,1067,15,112,10,3,88,12,1
Mathematics,1970,11,426,13,7,80,11,5
Financial Accounting,2369,12,388,13,4,30,15,1
Financial Accounting,2300,8,280,3,3,31,29,1
Physiology,1085,1,460,8,4,59,12,14
Biochemistry,1225,15,359,11,9,31,3,9
Microbiology,4599,5,197,10,3,50,21,1
DBMS,4404,3,314,2,4,40,25,7
Computer Networks,770,13,439,8,4,76,26,1
Machine Learning,1958,4,294,4,1,93,24,2
Auditing,3158,11,267,5,8,73,23,7
DBMS,4555,14,157,10,5,66,15,3
Machine Learning,3211,11,356,2,1,57,27,1
Cyber Security,1574,15,415,7,2,89,4,7
History,2244,12,424,12,8,72,19,3
Science,4562,7,281,2,8,94,3,20
Social Studies,3072,7,60,8,8,98,2,13
Operating Systems,2845,12,467,1,4,74,25,6
Artificial Intelligence,3505,3,268,14,1,63,18,1
Management Accounting,4881,6,77,8,1,79,22,1
Cost Accounting,587,2,85,11,10,78,7,10
Cyber Security,4794,7,96,11,3,72,18,1
DBMS,4829,4,50,3,7,71,17,10
History,2462,7,287,3,7,58,10,13
Mathematics,4315,13,260,1,8,99,23,12
Compiler Design,598,13,324,1,6,85,30,5
Pathology,1775,15,233,1,3,31,5,10
Microbiology,1757,4,147,10,3,83,1,7
Physiology,393,3,155,10,1,59,21,1
Geography,599,1,82,8,10,45,15,9
Microbiology,908,15,40,13,2,55,9,1
Cyber Security,1707,10,282,3,6,68,15,9
Artificial Intelligence,2960,15,103,13,8,72,15,3
Operating Systems,4699,11,204,1,8,61,18,13
Physics,2924,5,163,8,3,99,20,2
Compiler Design,1394,8,120,14,2,90,26,1
Geography,4524,12,345,11,1,87,0,6
Data Structures,882,14,332,11,7,87,17,3
Physics,771,12,472,12,5,52,22,1
Data Structures,1547,8,303,3,8,59,28,6
Corporate Finance,1206,13,298,7,5,86,13,6
Computer Networks,4483,15,460,4,7,42,28,5
Algorithms,848,11,441,13,7,37,27,1
Operating Systems,1239,15,75,1,6,73,7,13
Corporate Finance,1396,12,459,10,5,39,23,1
Pharmacology,4966,4,133,6,5,49,28,2
Mathematics,694,15,202,7,1,78,21,1
Biology,2768,8,372,6,2,41,6,7
Hindi,400,6,204,13,4,93,27,1
Anatomy,1503,6,201,6,7,63,5,12
Financial Accounting,3890,11,99,1,10,88,8,18
Operating Systems,3511,15,385,13,6,42,29,1
Social Studies,1663,12,359,5,9,76,12,12
Science,2842,13,410,3,7,88,12,13
Biology,1100,8,248,1,5,60,20,7
Data Structures,721,14,116,14,2,87,2,1
Social Studies,3463,11,254,2,2,100,29,2
Anatomy,3237,14,259,1,4,41,3,13
Cyber Security,3354,8,464,6,10,30,14,12
Microbiology,451,6,320,5,8,40,26,5
Science,1018,3,66,14,4,36,5,1
English,3422,11,111,13,4,62,30,1
Social Studies,2455,9,428,8,5,56,10,7
Mathematics,3533,5,359,2,5,48,9,13
Computer Networks,4725,11,382,10,9,59,0,14
Mathematics,3418,2,165,9,4,57,28,1
Chemistry,1708,10,302,2,2,66,16,6
Pathology,3736,7,304,4,7,36,18,9
Financial Accounting,2641,13,184,8,2,57,1,6
Management Accounting,4125,1,58,6,3,83,10,8
Biochemistry,4779,7,176,6,5,71,24,4
Auditing,2933,7,257,4,6,72,4,14
History,4335,6,449,4,8,72,18,13
Chemistry,850,2,193,1,3,33,11,10
Economics,2872,12,382,3,8,33,5,15
Operating Systems,2712,11,78,2,4,79,1,14
Hindi,4259,7,240,7,4,33,28,1
Chemistry,4661,14,164,10,7,53,25,1
Operating Systems,580,14,440,1,10,56,0,20
Cost Accounting,2657,9,445,1,3,49,13,10
History,3609,5,397,8,2,76,12,6
Mathematics,1473,13,385,7,7,46,27,2
Financial Accounting,1264,11,396,3,6,54,15,9
Artificial Intelligence,4049,6,94,3,1,33,22,1
Hindi,3867,11,331,14,5,55,20,1
Corporate Finance,4107,15,91,12,6,100,13,4
Machine Learning,738,10,148,4,2,52,15,3
Mathematics,591,9,74,8,8,47,25,1
Microbiology,1774,9,284,14,9,64,1,9
Microbiology,1480,8,108,12,2,99,12,1
English,2916,3,377,12,4,94,0,11
Artificial Intelligence,3483,2,178,12,2,82,1,7
Mathematics,2588,10,234,11,4,57,14,1
Geography,552,7,300,12,6,77,8,5
Geography,1224,13,210,5,4,82,25,1
Management Accounting,4630,1,253,10,6,84,12,12
Compiler Design,2183,4,405,1,10,93,0,25
Compiler Design,4268,11,194,10,10,88,29,3
Machine Learning,3685,9,360,12,1,31,16,1
Cost Accounting,4974,5,113,8,6,59,2,11
Cost Accounting,4969,2,249,5,3,36,19,7
Biochemistry,3725,12,58,2,5,41,4,13
Mathematics,2129,5,207,8,1,40,12,1
Pharmacology,1297,8,468,9,6,99,21,4
Chemistry,2480,7,345,2,7,42,21,9
Chemistry,2727,15,54,1,8,42,13,12
Algorithms,3418,12,173,2,2,45,18,4
Economics,3679,15,73,6,6,90,6,11
Hindi,3947,1,32,5,8,35,22,7
Chemistry,3763,14,373,13,9,39,18,3
Mathematics,368,7,263,5,2,33,28,1
Science,4327,10,281,2,3,85,22,6
Management Accounting,4946,3,421,4,5,41,18,11
Microbiology,4736,2,35,7,2,90,3,8
Mathematics,721,4,450,2,5,63,20,10
Anatomy,1143,4,417,6,10,67,9,16
Operating Systems,3167,7,463,1,8,77,9,18
Corporate Finance,3152,7,71,13,1,35,21,1
Software Engineering,2447,6,96,3,7,31,29,3
Pathology,2605,5,151,6,3,79,1,10
Computer Networks,3545,8,400,12,4,49,15,1
Cyber Security,3997,9,153,9,6,74,4,10
Algorithms,3523,4,296,13,10,73,24,4
Anatomy,4014,5,214,12,1,53,7,1
Pharmacology,2916,5,133,5,8,88,20,9
Social Studies,4982,1,355,6,10,80,10,22
Auditing,3906,12,81,10,10,31,8,9
Biology,972,5,397,13,7,31,16,2
Social Studies,3340,14,95,12,4,66,20,1
Auditing,4390,12,418,3,10,75,28,10
Auditing,880,9,51,4,8,42,23,5
Management Accounting,4658,6,164,10,8,74,28,2
Cost Accounting,4330,3,199,7,8,99,20,10
Software Engineering,564,3,376,3,1,36,7,9
Corporate Finance,3228,11,272,8,8,44,13,8
Financial Accounting,2258,5,434,3,1,74,9,9
History,852,3,157,13,3,36,19,1
Mathematics,4092,15,363,6,7,42,29,3
History,3366,2,460,12,2,96,12,7
Operating Systems,1901,13,194,14,1,95,20,1
Artificial Intelligence,688,6,191,12,5,96,28,1
Biochemistry,2504,11,131,14,1,70,17,1
Science,3806,14,286,3,7,33,1,16
Pathology,2658,1,33,1,8,100,29,8
Software Engineering,3416,5,307,5,7,79,8,14
Data Structures,456,8,400,14,10,85,3,10
Mathematics,3740,3,85,4,9,98,28,8
Pharmacology,507,1,309,13,7,96,24,5
Hindi,4070,12,271,2,10,68,21,13
Auditing,2700,4,307,11,3,43,0,7
Algorithms,3329,8,279,8,7,87,30,2
Operating Systems,1128,5,442,5,3,57,18,5
Pathology,866,12,347,2,3,88,28,2
Artificial Intelligence,503,12,108,3,9,84,28,6
Machine Learning,2586,2,261,3,5,82,2,17
Cost Accounting,2735,14,359,3,9,98,22,11
Mathematics,1006,3,37,6,9,48,0,14
Science,4656,13,281,7,1,43,5,6
Cost Accounting,954,7,52,11,2,45,28,1
Pathology,4596,12,479,3,7,72,4,17
Biochemistry,4452,9,291,10,4,74,12,5
Artificial Intelligence,4733,2,408,7,9,49,16,15
Cyber Security,2583,10,441,5,5,97,1,14
Corporate Finance,3200,13,240,13,4,89,29,1
Mathematics,2930,11,382,14,4,50,17,1
Microbiology,4903,11,346,6,8,100,30,6
Management Accounting,2229,5,325,6,9,43,10,13
Compiler Design,2855,3,367,2,9,44,24,13
Mathematics,4199,14,116,2,8,40,21,9
Hindi,1042,2,279,14,9,88,14,8
Financial Accounting,2199,6,95,6,4,45,18,3
Operating Systems,2260,15,239,10,3,46,9,2
Auditing,2121,12,345,2,4,100,9,12
Hindi,4019,15,380,3,8,60,26,8
English,340,8,449,5,4,84,4,11
Financial Accounting,3829,3,441,1,8,33,22,14
Corporate Finance,4749,7,374,7,4,93,25,3
Biochemistry,819,7,296,11,5,55,1,7
History,4205,8,339,1,7,71,28,9
Geography,2308,2,466,2,5,40,26,11
Mathematics,408,12,182,11,7,76,2,8
Physiology,2261,2,383,13,5,98,16,6
Machine Learning,3191,1,397,13,3,94,12,10
Financial Accounting,1315,9,158,14,9,80,4,8
Physics,3721,13,376,9,1,64,15,1
Algorithms,1889,6,156,8,7,36,2,10
Auditing,4023,4,36,12,10,92,7,10
Cost Accounting,387,7,240,10,6,83,7,7
Science,970,2,239,6,2,75,21,3
Science,2610,10,164,4,7,72,10,12
Hindi,4624,3,450,13,2,84,26,1
English,4736,15,196,7,6,38,27,1
History,4892,13,30,8,6,98,25,3
Social Studies,4164,15,305,2,1,96,15,7
Social Studies,4775,3,87,6,5,72,6,11
Mathematics,912,14,347,9,10,37,15,7
Corporate Finance,2269,1,188,10,3,55,25,1
Auditing,2220,8,358,7,5,100,7,10
Chemistry,1541,13,277,13,10,69,15,5
Microbiology,1349,9,309,1,1,65,17,5
Corporate Finance,3066,4,161,14,10,93,19,5
Science,2847,12,392,6,9,86,20,9
Pharmacology,2349,10,459,10,3,53,19,1
Cyber Security,1191,5,403,10,6,64,20,3
Computer Networks,1550,9,394,5,6,54,28,3
English,2831,14,394,3,7,83,12,13
Physiology,3245,11,375,12,7,76,12,6
History,2660,1,202,13,9,33,23,4
Social Studies,1487,12,289,3,1,41,0,9
Pathology,2236,10,318,8,4,73,28,1
Hindi,3684,6,322,2,2,84,6,12
Machine Learning,3270,3,314,3,1,32,18,5
Management Accounting,4857,8,126,12,7,49,2,9
English,3891,15,67,11,7,43,8,6
Corporate Finance,2309,1,453,2,10,57,18,23
Social Studies,769,10,315,4,1,66,26,1
Anatomy,875,7,332,11,2,97,22,1
Financial Accounting,1783,1,294,6,6,88,5,18
Pharmacology,2457,13,132,14,5,53,6,2
Software Engineering,1500,8,154,9,7,68,14,5
Chemistry,2344,9,362,6,3,75,30,1
DBMS,2821,8,320,2,1,41,15,5
Economics,3631,10,152,10,2,32,14,1
Pharmacology,3107,9,178,10,5,44,2,7
History,2290,13,201,7,3,95,1,9
Algorithms,1599,2,234,6,5,42,19,6
Pathology,4537,15,30,10,5,71,22,1
English,4207,13,349,12,5,66,4,7
Hindi,749,12,258,2,9,59,25,8
DBMS,4212,6,270,4,2,69,7,10
Auditing,536,13,236,11,2,82,15,1
Physiology,4423,4,210,5,3,72,10,9
Physics,1628,2,216,3,6,96,25,8
Physics,3698,2,218,1,5,34,9,15
English,4090,5,79,13,7,40,18,1
Artificial Intelligence,978,15,313,1,8,98,19,12
Algorithms,720,4,218,1,2,51,20,5
Financial Accounting,2499,10,412,10,9,45,20,5
Data Structures,3903,7,409,2,6,68,6,16
Computer Networks,2475,4,280,12,3,47,11,2
Cost Accounting,3635,8,102,5,6,57,24,4
Algorithms,2895,12,370,11,10,61,5,11
Financial Accounting,3527,1,118,13,5,97,25,1
Biology,2910,10,441,1,3,96,28,5
Pathology,3787,4,95,3,2,34,29,1
Cyber Security,4525,9,134,8,9,62,15,9
Data Structures,4369,14,55,1,9,41,6,17
English,2069,1,321,4,10,65,5,23
DBMS,2607,13,245,10,3,32,6,3
Cost Accounting,3396,14,277,8,5,47,22,1
Physiology,2410,9,281,14,9,47,20,1
Microbiology,490,13,408,6,7,85,8,11
Pharmacology,2385,3,255,13,4,74,9,4
DBMS,4397,2,461,1,6,91,0,25
English,4000,10,137,10,10,100,13,10
Operating Systems,1256,7,439,1,10,98,16,17
Management Accounting,3538,5,170,7,4,100,24,2
English,4937,15,296,3,2,55,29,1
Machine Learning,3876,14,479,7,9,72,5,15
Mathematics,1810,11,430,10,10,38,26,3
Mathematics,2263,10,173,2,5,44,12,9
Financial Accounting,2063,1,42,6,1,45,9,4
Data Structures,2234,1,287,3,5,63,10,16
Physiology,2229,1,305,10,7,37,6,14
Physics,3248,9,231,13,6,72,0,8
Pharmacology,2549,2,157,14,2,89,14,1
Social Studies,4747,13,93,7,10,38,5,14
Chemistry,2130,14,318,1,2,98,27,3
Auditing,435,4,417,12,2,34,29,1
Mathematics,4239,12,475,12,2,53,6,3
Mathematics,2262,3,172,2,3,59,24,4
Financial Accounting,1176,8,33,14,6,50,6,2
Artificial Intelligence,2069,15,278,3,9,35,22,8
Operating Systems,2695,5,119,9,5,47,17,2
Physiology,2920,11,203,7,5,91,0,12
Social Studies,1112,9,363,5,2,51,9,6
Compiler Design,3400,6,321,3,7,53,0,18
Auditing,4840,5,333,13,5,69,11,5
Biology,916,2,167,3,6,92,29,6
English,1468,1,174,9,2,54,28,1
Algorithms,2565,11,103,3,8,59,18,9
Corporate Finance,2606,13,351,10,8,43,3,10
Physics,1071,12,325,9,1,50,27,1
Artificial Intelligence,2296,10,347,9,9,80,4,13
Pharmacology,3134,10,460,8,5,32,3,10
English,1150,2,125,5,5,65,30,1
Pathology,854,15,455,12,8,98,17,4
Mathematics,3871,6,152,13,4,45,18,1
English,4039,12,399,14,1,77,18,1
Artificial Intelligence,891,3,393,4,9,50,14,15
Financial Accounting,4290,8,42,5,5,65,4,11
Machine Learning,3533,14,471,6,7,64,28,4
Science,4222,4,444,11,3,83,24,1
Economics,565,9,477,1,2,97,16,8
Biology,1061,9,448,4,1,88,22,2
Economics,1523,5,261,9,1,63,20,1
Machine Learning,3120,14,181,6,9,53,9,12
Management Accounting,2528,4,183,3,2,93,21,5
DBMS,4117,1,76,10,8,54,28,2
Biochemistry,4419,7,299,13,6,81,15,4
Mathematics,2319,11,390,8,5,41,13,5
History,511,10,333,13,4,78,19,1
Management Accounting,4220,10,279,6,8,40,1,15
Financial Accounting,4534,4,320,5,4,90,3,14
Auditing,2773,10,401,12,4,79,20,1
Physiology,2155,6,180,1,6,77,21,9
Operating Systems,2745,5,178,8,1,83,30,1
History,4114,6,156,11,5,87,5,7
Operating Systems,626,6,296,2,2,30,29,1
Economics,354,15,45,10,6,52,30,1
DBMS,697,5,312,7,5,61,29,1
Biology,3196,11,230,1,9,89,23,12
Auditing,474,15,97,4,1,45,2,6
Pathology,3735,13,235,2,2,70,22,4
Data Structures,3073,13,228,7,2,34,19,1
Cost Accounting,3969,13,154,14,6,51,7,4
Artificial Intelligence,2874,12,435,13,8,92,17,4
Chemistry,4761,3,65,1,7,77,30,7
Cyber Security,2308,11,38,8,2,95,20,1
Auditing,4285,2,52,6,10,30,2,16
Pathology,3017,7,434,1,3,32,20,7
Chemistry,2166,8,32,11,9,74,0,11
Biology,351,6,82,1,7,33,9,12
Data Structures,1372,9,78,11,1,90,16,1
Science,4033,10,232,5,2,33,22,1
Cyber Security,1675,5,280,10,4,39,6,5
Physiology,2121,8,50,13,8,95,7,6
Pathology,2859,7,93,10,5,80,29,1
Operating Systems,4127,1,69,13,5,99,26,1
Social Studies,1976,1,132,3,10,36,19,13
Geography,792,4,304,4,8,90,21,10
Cyber Security,3576,10,202,5,9,95,19,10
Geography,2716,1,50,7,8,89,16,9
Geography,4289,10,40,2,3,50,29,1
Physics,3608,13,211,14,7,30,29,1
Computer Networks,4723,8,55,7,8,70,24,5
Computer Networks,3882,8,169,8,5,89,16,5
DBMS,3762,15,419,12,1,70,21,1
Mathematics,1275,12,274,10,10,76,7,11
Algorithms,4884,7,98,11,4,42,23,1
History,462,10,331,3,5,39,1,13
Physiology,2568,12,303,10,10,38,23,4
Software Engineering,3180,12,477,12,2,76,23,1
Geography,3668,9,133,5,5,57,17,6
Operating Systems,4441,4,416,10,4,70,13,7
Cost Accounting,3000,14,104,7,5,38,9,6
English,395,5,451,3,6,50,26,6
Corporate Finance,1531,12,352,10,9,32,30,1
Mathematics,3943,4,437,14,5,73,13,5
Corporate Finance,3827,3,394,8,5,96,11,11
History,2349,11,153,7,3,56,1,8
Artificial Intelligence,1777,1,153,12,3,82,10,4
Mathematics,4046,14,130,6,7,99,29,4
Operating Systems,4376,8,463,5,5,94,25,6
Cost Accounting,799,10,136,9,9,49,2,11
Cyber Security,4342,14,33,6,10,34,0,16
Pathology,526,6,439,4,9,37,4,16
Cost Accounting,3102,14,359,6,2,42,5,7
Cyber Security,4679,14,141,5,1,49,6,6
Cyber Security,3412,2,384,5,5,40,10,14
Financial Accounting,4538,9,178,9,9,32,1,13
Physiology,383,12,171,14,10,93,15,4
Science,2132,13,299,2,1,38,19,3
Biology,789,9,397,5,8,71,4,14
Corporate Finance,4753,4,94,5,2,48,22,1
Corporate Finance,3994,11,383,4,3,95,29,2
Operating Systems,3082,11,328,11,4,97,14,3
Corporate Finance,601,5,452,2,7,34,6,16
Operating Systems,838,6,259,6,3,72,24,1
Biology,2458,7,447,12,3,46,16,1
Corporate Finance,610,9,391,14,2,97,17,1
Biochemistry,3893,2,439,10,10,89,10,17
Operating Systems,1199,6,441,10,9,32,23,4
Data Structures,1899,6,167,5,5,99,26,3
Microbiology,538,9,72,7,6,46,28,1
DBMS,757,8,448,8,10,39,27,4
English,4846,4,78,12,9,30,14,5
Biochemistry,4216,14,176,1,5,98,3,16
Biology,3515,12,411,9,10,56,23,6
Data Structures,2716,5,256,1,5,41,30,4
DBMS,3457,15,269,14,7,69,2,7
Financial Accounting,3688,15,151,13,10,89,16,6
DBMS,4001,6,208,3,5,57,24,6
History,1108,10,265,3,7,76,20,8
Management Accounting,1409,7,189,12,7,33,16,1
Science,2974,15,73,6,7,68,19,6
Hindi,2786,4,375,11,2,92,4,7
History,951,12,242,2,6,76,17,9
Financial Accounting,2333,15,162,6,8,67,23,5
Biochemistry,3038,6,148,3,7,89,11,13
Cost Accounting,4561,14,166,5,3,74,5,10
English,832,12,189,3,7,65,15,9
Economics,2383,3,381,5,9,61,6,18
Anatomy,345,2,290,6,4,68,29,2
Pathology,4946,14,119,8,6,50,25,1
Algorithms,4518,15,115,14,8,91,8,6
Auditing,1828,10,374,3,7,40,29,4
Pharmacology,2087,5,252,7,6,52,8,9
Cost Accounting,2423,12,218,14,9,76,26,1
Hindi,3727,14,155,10,3,82,27,1
Cost Accounting,1980,12,64,10,7,30,17,2
Financial Accounting,3730,11,414,12,9,58,13,7
Auditing,3018,3,111,14,4,40,10,1
Pharmacology,2781,12,408,9,7,58,21,4
Artificial Intelligence,2832,9,88,7,7,73,6,11
Algorithms,2552,11,394,1,3,70,30,3
Mathematics,774,6,324,7,10,89,0,17
Mathematics,1732,13,190,13,1,57,9,1
History,1435,2,155,11,7,57,6,8
Data Structures,2662,11,404,6,6,51,26,3
Auditing,3119,13,104,13,5,89,5,5
History,1371,15,175,4,1,45,19,1
Anatomy,2652,5,297,12,9,87,26,3
English,4510,1,334,10,9,44,4,19
English,3496,9,188,13,2,56,15,1
Cyber Security,1113,4,402,14,9,77,2,11
Operating Systems,1787,3,379,7,5,70,30,3
Mathematics,1997,2,479,7,2,71,15,9
Auditing,3626,9,406,8,4,82,7,9
Mathematics,1044,11,271,12,4,93,24,1
Software Engineering,676,15,269,4,8,89,17,9
English,4900,7,377,4,7,56,14,12
Mathematics,2101,2,339,14,3,58,11,3
Operating Systems,1136,7,468,13,9,75,19,4
Mathematics,348,13,309,10,2,98,16,1
Financial Accounting,3814,3,131,1,2,33,12,8
Pathology,4565,6,345,9,10,33,8,13
Social Studies,4473,8,211,8,10,74,21,8
Artificial Intelligence,4687,4,174,10,10,93,27,6
DBMS,1191,14,338,14,3,74,10,1
Algorithms,2968,13,133,14,10,54,23,1
Management Accounting,1391,9,69,4,3,60,3,9
DBMS,3055,6,100,5,4,52,11,7
History,4717,3,396,8,10,32,23,10
Computer Networks,4331,7,200,14,4,68,26,1
Artificial Intelligence,4403,14,368,3,5,91,28,5
Physiology,2309,11,193,11,3,96,11,2
History,724,2,134,14,6,62,11,2
Physiology,3944,11,258,5,1,46,5,7
Auditing,805,4,136,10,7,67,18,3
Financial Accounting,4639,5,408,4,9,43,10,16
Compiler Design,986,5,209,7,10,78,2,16
Biology,4049,13,235,14,5,66,8,3
Pathology,469,5,223,7,7,54,4,11
Social Studies,1077,9,140,14,1,54,26,1
Economics,1965,1,354,10,10,86,17,15
Social Studies,3673,15,91,12,5,77,19,1
Mathematics,1322,2,266,8,6,30,5,11
Computer Networks,3233,8,336,8,3,67,13,4
Pathology,4771,14,289,7,7,49,2,13
Operating Systems,1674,2,184,7,4,58,11,7
Cyber Security,3964,10,65,3,5,84,29,3
Anatomy,4500,10,152,5,6,93,15,9
Mathematics,2560,1,85,4,10,93,16,14
Compiler Design,1933,3,137,6,2,49,4,7
Artificial Intelligence,1018,3,78,5,1,48,3,6
Pharmacology,1100,5,316,4,5,65,6,12
Pathology,1231,4,113,11,10,59,28,1
Cyber Security,2646,11,85,8,10,79,2,14
Operating Systems,3594,15,46,6,6,36,20,4
Science,309,9,448,11,5,55,23,1
English,1627,14,217,9,7,31,28,1
Auditing,2341,10,147,5,5,70,22,4
Cyber Security,343,2,279,14,8,94,10,8
Physiology,487,4,155,1,2,40,16,5
Artificial Intelligence,4711,9,449,3,8,69,9,16
Biology,2851,2,171,11,3,36,3,6
Social Studies,3678,4,323,5,1,80,16,6
Biochemistry,1856,8,254,10,3,39,16,1
Mathematics,4252,10,315,11,2,88,15,1
Geography,1256,14,317,1,10,66,4,19
Science,1937,4,119,3,9,37,1,17
Data Structures,1676,15,206,4,7,100,7,13
Biology,2189,6,351,4,3,63,26,2
Software Engineering,3732,1,402,13,7,84,21,10
Software Engineering,4528,10,74,13,7,65,28,1
Pharmacology,4248,3,403,11,7,63,20,7
English,2936,9,161,14,4,53,15,1
Biochemistry,2378,5,66,1,2,64,21,4
Computer Networks,4478,4,77,11,6,68,27,1
Biology,4487,8,301,8,3,77,23,1
English,2876,14,436,10,7,99,6,10
Corporate Finance,3604,15,407,5,10,41,22,9
DBMS,693,10,52,7,5,87,19,2
English,667,9,30,12,2,71,5,1
Data Structures,773,12,381,12,4,67,1,5
Mathematics,2740,10,208,1,6,83,27,7
Cyber Security,1959,15,298,13,2,30,19,1
Economics,4606,14,172,10,9,41,27,2
Physiology,3257,5,438,3,6,49,0,18
Hindi,364,3,394,13,10,31,20,5
English,1901,8,358,14,8,86,12,5
Hindi,3420,12,95,1,1,34,3,10
English,2805,12,394,3,6,64,8,13
Software Engineering,1612,6,62,3,10,38,29,6
Hindi,828,10,55,10,5,98,5,6
Cyber Security,2554,7,270,1,5,33,23,6
Mathematics,2189,9,244,3,8,68,12,13
Social Studies,4593,3,381,6,10,80,1,22
Mathematics,3651,1,130,14,8,31,27,1
Operating Systems,1288,5,471,10,5,75,13,6
Management Accounting,352,13,173,4,2,69,24,1
DBMS,4012,2,164,1,9,70,12,18
Corporate Finance,3446,12,40,14,2,39,23,1
Compiler Design,3620,12,462,5,7,32,0,15
Algorithms,596,1,189,1,7,39,14,14
History,2055,5,162,10,7,41,22,1
Cost Accounting,4615,1,72,6,9,66,7,15
DBMS,3810,8,281,6,7,78,13,10
Software Engineering,1721,11,54,8,9,36,27,1
Financial Accounting,4188,7,294,13,1,66,4,2
DBMS,2205,1,96,12,2,69,22,1
Algorithms,4992,6,64,5,5,90,5,12
Anatomy,4340,7,76,13,9,47,30,1
Biology,3737,12,214,7,8,30,2,13
Economics,1526,3,427,13,1,55,10,2
Social Studies,4734,1,80,1,6,89,12,15
English,1405,6,355,14,4,45,7,2
Geography,2289,12,314,11,9,71,22,3
English,1821,14,110,9,8,43,6,8
Artificial Intelligence,2988,2,474,7,9,43,26,11
Physiology,2768,2,76,13,5,34,8,3
Financial Accounting,1912,14,60,4,4,50,28,1
Geography,879,6,144,2,9,66,18,11
Mathematics,4894,14,334,8,3,52,11,5
Corporate Finance,3624,7,314,14,1,33,5,1
Economics,2644,12,314,5,10,54,11,13
Auditing,1167,5,122,12,7,57,15,2
Auditing,3981,10,402,1,1,97,6,12
Software Engineering,4608,15,437,14,10,41,18,4
Auditing,4598,9,169,9,2,77,5,6
Pharmacology,3114,1,367,3,6,51,13,18
Physics,4733,14,141,2,2,32,18,4
Compiler Design,3306,11,327,7,5,36,19,3
English,2107,13,136,8,2,52,15,1
Chemistry,907,3,130,1,5,91,7,14
Mathematics,1886,6,119,2,3,55,29,1
Anatomy,2304,13,275,8,1,32,21,1
Physiology,2695,1,101,4,4,45,11,9
Auditing,1678,7,373,2,8,35,0,18
Economics,1746,6,379,3,8,79,13,14
Computer Networks,1277,1,477,12,10,73,3,21
Pathology,2578,15,447,1,3,52,7,11
Auditing,4556,9,138,13,2,55,4,2
Microbiology,3186,12,416,8,10,73,2,16
Social Studies,2014,1,103,8,9,66,11,11
Cyber Security,2371,4,379,6,2,43,3,10
Physics,3422,14,86,2,6,36,18,8
English,2461,10,193,9,10,50,14,8
Science,666,10,472,1,10,77,21,13
Artificial Intelligence,4136,7,414,13,4,30,6,4
Algorithms,2186,10,120,7,9,79,28,4
Artificial Intelligence,3502,7,437,10,8,68,5,12
History,3917,1,314,3,1,85,28,7
Microbiology,4082,8,471,4,4,87,1,15
Geography,1842,8,446,10,8,72,15,7
Corporate Finance,1329,11,120,2,10,72,10,15
DBMS,2030,1,310,4,9,98,11,21
Physics,4370,8,171,13,6,66,22,1
Financial Accounting,4930,7,65,4,9,90,8,16
Management Accounting,619,13,87,3,10,68,5,16
Mathematics,1646,15,169,5,3,97,15,5
Auditing,4422,7,395,4,7,74,3,17
Compiler Design,2295,15,242,11,5,67,11,3
Pharmacology,1874,7,351,7,4,55,30,1
Mathematics,2242,8,391,6,4,73,28,1
Artificial Intelligence,2909,9,346,7,4,33,20,2
Science,2119,8,140,14,1,42,21,1
Economics,1919,15,277,8,3,100,30,1
Biochemistry,4852,10,321,1,2,95,9,12
Microbiology,4650,2,388,4,4,67,25,9
Management Accounting,3332,4,187,13,3,34,6,2
Mathematics,1176,4,363,4,8,37,26,7
Software Engineering,2027,11,376,10,6,33,7,6
Social Studies,3290,1,221,14,6,63,11,7
History,805,12,210,14,1,73,6,1
Machine Learning,4292,15,278,12,5,52,2,7
Auditing,3322,12,107,11,3,75,17,1
Pathology,2052,5,478,10,3,67,19,2
Compiler Design,3569,3,449,8,4,88,23,6
Data Structures,3767,5,58,4,8,80,18,10
Mathematics,4475,2,358,9,3,64,29,2
Data Structures,4297,1,89,13,4,96,13,3
Financial Accounting,4256,13,468,10,5,78,17,4
Algorithms,2217,4,200,7,7,77,16,8
Microbiology,3555,8,286,12,7,46,13,4
Mathematics,335,7,266,8,7,53,16,5
Economics,1929,6,51,9,4,64,3,6
Machine Learning,3687,2,192,2,6,44,29,7
Management Accounting,1762,12,292,4,1,40,8,5
Auditing,1596,12,413,11,9,63,8,9
Data Structures,3946,3,448,1,4,87,6,18
Biology,4154,14,85,9,9,94,13,9
Science,2479,12,465,14,10,80,0,12
Management Accounting,3649,15,473,7,2,40,8,5
Economics,2919,1,42,7,2,53,1,8
Computer Networks,4591,7,200,14,1,44,21,1
Compiler Design,1399,15,225,13,10,34,8,6
Biochemistry,1743,14,195,14,6,83,0,6
Auditing,4710,10,124,13,1,75,18,1
Algorithms,652,8,477,12,9,36,21,3
Social Studies,1136,3,451,13,10,65,19,8
Social Studies,3713,11,181,8,1,84,4,6
